gaia_id,ra,dec,main_id,simbad_names,star_names,common_name,has_common_name,object_type
457317534880081152,38.36916388723121,56.025707971568316,UCAC4 731-024744,UCAC4 731-024744|GPX-TF8A-1859|1SWASP J023328.42+560133.4|TIC 245392284|Gaia DR3 457317534880081152|GPX-1|2MASS J02332859+5601325,UCAC4 731-024744,UCAC4 731-024744,True,EB*
473934011733049856,60.42470678480174,60.89136061012333,TOI-6383b,TOI-6383.01|TOI-6383b|NAME TOI-6383 A b,TOI-6383 A b,TOI-6383 A b,True,Pl
474143193821024256,56.336991465871,60.350916350598176,HD  23074,TOI-6054|HIP 17540|Gaia DR3 474143193821024256|TIC 392681545|2MASS J03452100+6021033|[ZZ2002] 184|AG+60  379|BD+59   708|GSC 04063-00858|HD  23074|HIC  17540|PPM  14468|SAO  12889|TYC 4063-858-1|YZ  60  3168|[ZZK96] 125|uvby98 100023074|Gaia DR1 474143189520977792|GEN# +1.00023074|Gaia DR2 474143193821024256,TOI-6054,TOI-6054,True,PM*
497750842338402560,77.61288703605616,70.39107862466173,TOI-4137b,TOI-4137.01|TOI-4137b,TOI-4137.01,TOI-4137.01,True,Pl
502835190261902464,84.93199619329634,75.04399213462806,HD  36384,HIP 26638|Gaia DR3 502835190261902464|TIC 418343111|2MASS J05394368+7502379|AG+75  242|BD+74   252|CSV 100501|DO 29422|FK5  205|GC  6938|GCRV  3427|GEN# +1.00036384|GSC 04524-00073|HD  36384|HIC  26638|HR  1844|IRAS 05330+7500|IRC +80011|N30 1202|NSV  2337|PMC 90-93   148|PPM   6030|RAFGL 4426S|SAO   5593|SKY#  9214|SV* ZI   378|TYC 4524-73-1|UBV M  11080|[DS98]  63|Gaia DR1 502835185965114496|WEB  5253|Gaia DR2 502835190261902464,HIP 26638,HIP 26638,True,V*
522863309964987520,15.668950820681058,62.345451222893885,,,,,False,
534988616816537728,21.921767121264168,72.29662042879961,NAME PM J01276+7217b,NAME PM J01276+7217b|TOI-1695.01|TOI-1695b,PM J01276+7217b,PM J01276+7217b,True,Pl
541725187117160960,43.434443314709966,69.10134294049459,BD+68   202c,TOI-1736.02|BD+68   202c|TOI-1736c,TOI-1736.02,TOI-1736.02,True,Pl
545560867790611072,42.436652471054394,71.75308362260229,HD  17156b,TOI-1573.01|TOI-1573b|HD  17156b|NAME Mulchatna,Mulchatna,Mulchatna,True,Pl
547375547309768064,48.78132631689635,73.86801083856723,HD  19615,HIP 15135|Gaia DR3 547375547309768064|TIC 289383510|AG+73   81|BD+73   172A|BDS  1579 A|CCDM J03151+7352A|CSI+73   172  1|DO 26774|GC  3826|GSC 04338-01941|HD  19615|HIC  15135|IDS 03044+7330 A|PPM   5227|SAO   4858|SKY#  4874|TYC 4338-1941-1|WDS J03151+7352A|2MASS J03150754+7352052|AKARI-IRC-V1 J0315075+735205|IRAS 03097+7340|Gaia DR2 547375547309768064,HIP 15135,HIP 15135,True,*
558504529130235136,29.70780813355558,73.15212922447932,HD  11755,HIP 9242|Gaia DR3 558504529130235136|TIC 137121812|2MASS J01585009+7309084|AG+72   54|AGKR  1709|BD+72   112|DO 25030|GC  2346|GSC 04322-01310|HD  11755|HIC   9242|IRAS 01545+7254|N30  400|PPM   4856|SAO   4536|SKY#  2906|TYC 4322-1310-1|uvby98 100011755|Gaia DR2 558504529130235136|Gaia DR1 558504524831036928|GEN# +1.00011755,HIP 9242,HIP 9242,True,PM*
581100382135253760,132.30154349017843,3.485022545525026,HD  75302b,HD  75302b,HD  75302b,HD  75302b,True,Pl
601159910928534144,126.89682301804164,11.667411233728535,EPIC 211401787.01,K2-330b|EPIC 211401787.01,K2-330b,K2-330b,True,Pl
601314254872894080,129.1299193747396,10.14721518308137,K2-354,K2-354|Gaia DR3 601314254872894080|TIC 468989066|Gaia DR2 601314254872894080|UCAC4 501-050328|2MASS J08363117+1008501|EPIC 211314705,K2-354,K2-354,True,*
601321985813952000,128.92568723948528,10.206584685849096,HAT-P-43b,TOI-491b|EPIC 211317649.01|TOI-491.01|HAT-P-43b,TOI-491b,TOI-491b,True,Pl
601480723509077632,130.18003679221718,10.98295117766228,K2-182b,EPIC 211359660 b|K2-182b|EPIC 211359660.01,EPIC 211359660 b,EPIC 211359660 b,True,Pl
604215144503584640,137.20147861493518,11.862277031818937,,,,,False,
604743013163971072,133.70948878498584,11.848271253180394,K2-268e,K2-268e|EPIC 211413752.05,K2-268e,K2-268e,True,Pl
604922096120852864,132.7531291445454,11.88651239109607,NAME NGC 2682 YBP 1514b,NAME NGC 2682 YBP 1514b,NGC 2682 YBP 1514b,NGC 2682 YBP 1514b,True,Pl
606477252238780160,140.33907970233588,14.367867248047087,HD  80653,LAMOST J092121.63+142204.5|Gaia DR3 606477252238780160|K2-312|TIC 55315929|BD+14  2079|GSC 00825-01097|HD  80653|TYC  825-1097-1|2MASS J09212142+1422046|Gaia DR1 606477247943024256|Gaia DR2 606477252238780160|EPIC 251279430,LAMOST J092121.63+142204.5,LAMOST J092121.63+142204.5,True,*
607158571490718208,135.88326439179704,14.25049791370382,K2-332,K2-332|Gaia DR3 607158571490718208|TIC 330621494|2MASS J09033200+1415018|EPIC 211579112|Gaia DR2 607158571490718208,K2-332,K2-332,True,*
607937055787752576,137.37949847708393,16.355830338325553,K2-374,TIC 321285788|K2-374|EPIC 211732116|2MASS J09093108+1621212|UCAC4 532-047824|Gaia DR3 607937055787752576,TIC 321285788,TIC 321285788,True,*
608395625151767680,131.2665571363966,13.54972901171613,K2-270,LAMOST J084503.98+133259.3|Gaia DR3 608395625151767680|TIC 293375721|EPIC 211529065|K2-270|2MASS J08450398+1332594|Gaia DR2 608395625151767680|UCAC4 518-048472,LAMOST J084503.98+133259.3,LAMOST J084503.98+133259.3,True,*
646125297938578944,142.74340481119165,26.539989710847316,HD  82139,Gaia DR3 646125297938578944|TOI-1789|HD  82139|BD+27  1764|TIC 172518755|TYC 1962-303-1|2MASS J09305841+2632246|Gaia DR1 646125293643666176|Gaia DR2 646125297938578944,TOI-1789,TOI-1789,True,*
650778499868023296,126.55350240116964,12.281847963793613,K2-115b,K2-115b|EPIC 211442297 b|EPIC 211442297.01,K2-115b,K2-115b,True,Pl
651522834880015872,129.14053555044964,14.461880913430821,BD+14  1931b,EPIC 211594205 b|EPIC 211594205.01|K2-184b|BD+14  1931b,EPIC 211594205 b,EPIC 211594205 b,True,Pl
651935220461650560,125.61740338196465,13.735309027504545,BD+14  1881,TOI-5074|LAMOST J082228.53+134407.1|Gaia DR3 651935220461650560|TIC 6893917|AG+13  837|BD+14  1881|GSC 00807-00903|PPM 125193|SAO  97771|TYC  807-903-1|YZ  13  3380|2MASS J08222820+1344071|Gaia DR2 651935220461650560|KELT-17|Gaia DR1 651935216163940224,TOI-5074,TOI-5074,True,Pe*
659701895721176192,129.7768880269978,19.010003884252804,K2-273b,EPIC 211919004 b|K2-273b|EPIC 211919004.01,EPIC 211919004 b,EPIC 211919004 b,True,Pl
659826037455527040,132.6211760661517,17.542383471753087,K2-272,LAMOST J085029.06+173232.8|GALAH 160112002901262|Gaia DR3 659826037455527040|TIC 46259692|EPIC 211816003|K2-272|2MASS J08502906+1732328|Gaia DR2 659826037455527040|UCAC4 538-048305,LAMOST J085029.06+173232.8,LAMOST J085029.06+173232.8,True,*
661004400386393984,130.3439043671192,18.933818886581772,K2-101b,K2-101b|EPIC 211913977 b|EPIC 211913977.01,K2-101b,K2-101b,True,Pl
661192902209491456,130.02669276034126,19.092323666762,K2-146b,K2-146b|EPIC 211924657 b|EPIC 211924657.01,K2-146b,K2-146b,True,Pl
661598415839633024,132.16987876314454,20.455014132020395,K2-275b,EPIC 212012119 b|K2-275b|EPIC 212012119.01,EPIC 212012119 b,EPIC 212012119 b,True,Pl
662078902422542336,126.93666036517449,17.579324705131118,K2-121b,EPIC 211818569 b|K2-121b|EPIC 211818569.01,EPIC 211818569 b,EPIC 211818569 b,True,Pl
663843343706623232,126.47621460733492,20.359331037918224,K2-122b,K2-122b|EPIC 212006344 b|EPIC 212006344.01,K2-122b,K2-122b,True,Pl
665757593450097920,127.57872099903399,22.235919642753675,K2-34b,K2-34b|EPIC 212110888 b|EPIC 212110888.01,K2-34b,K2-34b,True,Pl
666427539629086976,129.68943839613348,23.68524446703721,HD  73344c,HD  73344c,HD  73344c,HD  73344c,True,Pl
684992690384102528,134.7188775848426,21.074751903570448,LAMOST J085852.52+210429.2,LAMOST J085852.52+210429.2,LAMOST J085852.52+210429.2,LAMOST J085852.52+210429.2,True,*
733540939112687104,166.11812107098916,30.45857072121059,TOI-1806.01,TOI-1806.01,TOI-1806.01,TOI-1806.01,True,Pl
761300339243646848,167.23291372317877,34.303009262312976,TOI-1799.01,TOI-1799.01,TOI-1799.01,TOI-1799.01,True,Pl
778052193462283648,164.77733085853689,40.98372184996786,HD  95072,HIP 53688|Gaia DR3 778052193462283648|TOI-1776|TIC 21535395|LSPM J1059+4059|TYC 3009-187-1|ASCC  407439|UCAC2  45985983|USNO-B1.0 1309-00218765|AG+41 1033|AGKR  9845|BD+41  2146|HD  95072|HIC  53688|LTT 12933|NLTT 25883|PPM  52171|SAO  43553|uvby98 100095072|2MASS J10590622+4059009|Gaia DR1 778052189166767872|GEN# +1.00095072|Gaia DR2 778052193462283648,HIP 53688,HIP 53688,True,MS*
784983789642216320,169.8248787601224,44.98907613216423,TYC 3012-2430-1,LAMOST J111917.89+445920.9|Gaia DR3 784983789642216320|TIC 148673433|TYC 3012-2430-1|2MASS J11191789+4459209|Gaia DR2 784983789642216320,LAMOST J111917.89+445920.9,LAMOST J111917.89+445920.9,True,Em*
796185407950360192,148.3783050027284,35.5705234945256,TOI-5747.01,TOI-5747.01|Wolf  327b,TOI-5747.01,TOI-5747.01,True,Pl?
845335158256083584,177.843695737286,57.6406559991897,HD 102956,HIP 57820|Gaia DR3 845335158256083584|TIC 137810576|SPOCS 2804|AG+57  830|AGKR 10629|BD+58  1340|GC 16229|GSC 03839-00846|HD 102956|HIC  57820|PMC 90-93  3460|PPM  33272|SAO  28161|SKY# 22377|TYC 3839-846-1|YZ  57  6924|uvby98 100102956|Gaia DR2 845335158256083584|2MASS J11512253+5738267|UCAC3 296-111735|Gaia DR1 845335153961255680|GEN# +1.00102956|NAME Aniara,Aniara,Aniara,True,*
869913435026514688,111.91642873572714,24.33610522093934,HAT-P-20b,HAT-P-20b,HAT-P-20b,HAT-P-20b,True,Pl
875071278432954240,117.4793682618587,27.363132695843213,HD  63433,CNS5 1925|HIP 38228|Gaia DR3 875071278432954240|V* V377 Gem|AG+27  852|AGKR  7037|BD+27  1490|GCRV 59109|GSC 01933-00747|HD  63433|HIC  38228|PMC 90-93  2825|PPM  98012|SAO  79729|SKY# 14564|SPOCS  357|TYC 1933-747-1|YZ  27  4198|uvby98 100063433|[FS2003] 0446|1RXS J074955.3+272152|2MASS J07495506+2721473|Gaia DR1 875071274135619968|GEN# +1.00063433|Gaia DR2 875071278432954240|TIC 130181866|TOI-1726,CNS5 1925,CNS5 1925,True,MS*
951427000863064192,102.87735469442386,40.867211419900904,HD  49674b,HD  49674b|NAME Eburonia,Eburonia,Eburonia,True,Pl
955758320761687680,97.19021847783753,38.9627241037441,HD  45350b,HD  45350b|NAME Peitruss,Peitruss,Peitruss,True,Pl
970354749937140736,90.62210758518228,49.86182103675996,,,,,False,
1004358968092652544,97.69602304387136,58.16112834050636,,,,,False,
1019003226022657920,140.65696231986905,50.60377794926782,HD  80606b,HD  80606b,HD  80606b,HD  80606b,True,Pl
1040827088726734976,130.331590389547,59.49165865053633,,,,,False,
1048109222955337600,160.74808819566132,60.96411641573864,Qatar 9b,TOI-3846.01|Qatar 9b,TOI-3846.01,TOI-3846.01,True,Pl
1070387905514406400,152.2183321272296,69.27662289178927,LSPM J1008+6916,Gaia DR3 1070387905514406400|TYC 4384-1735-1|LSPM J1008+6916|ASCC   80588|USNO-B1.0 1592-00104225|2MASS J10085177+6916357|Pul -3  630354|WISEA J100852.20+691635.7|UCAC4 797-019598|PM J10088+6916|Gaia DR1 1070387901218437632|Gaia DR2 1070387905514406400|TIC 103633434|Karmn J10088+692|TOI-1235,TYC 4384-1735-1,TYC 4384-1735-1,True,PM*
1094545653447816064,120.61171261988358,64.79716057951354,NAME PM J08024+6447b,NAME PM J08024+6447b|TOI-1728.01|TOI-1728b,PM J08024+6447b,PM J08024+6447b,True,Pl
1097091022864217472,123.39503334724414,68.57458297930226,BD+69   458,TOI-5726|Gaia DR3 1097091022864217472|TIC 71582156|AG+68  380|BD+69   458|GSC 04374-00746|PPM  16521|TYC 4374-746-1|2MASS J08133494+6834293|Gaia DR1 1097091018568173056|Gaia DR2 1097091022864217472,TOI-5726,TOI-5726,True,PM*
1111639314047794944,105.4045529987421,72.41492935805954,TOI-4127.01,TOI-4127.01|TOI-4127b,TOI-4127.01,TOI-4127.01,True,Pl
1159042833731813760,221.05827114266725,5.605372815756192,NGTS-5,Gaia DR3 1159042833731813760|TIC 368739874|NGTS-5|UCAC4 479-054454|Gaia DR2 1159042833731813760|2MASS J14441396+0536195,TIC 368739874,TIC 368739874,True,*
1159336403336463872,222.76731815665812,5.9473622595959155,CTOI 461239485.02,CTOI 461239485.02,CTOI 461239485.02,CTOI 461239485.02,True,Pl?
1193193836691820032,238.2342360753037,15.430608795965497,NAME HD 142245BC,Gaia DR3 1193193836691819648|NAME HD 142245BC,HD 142245BC,HD 142245BC,True,PM*
1208695640675619584,230.9612451438866,17.460359765121662,,,,,False,
1220404653534258816,239.39649360413006,26.8776086454839,* eps CrB,HIP 78159|Gaia DR3 1220404653534258816|TIC 356000102|PLX 3612|* eps CrB|*  13 CrB|AG+27 1477|BD+27  2558|FK5  593|GC 21440|GCRV  9186|GSC 02037-01826|HD 143107|HIC  78159|HR  5947|IRAS 15555+2701|IRC +30280|JP11  2692|N30 3583|PMC 90-93   423|PPM 104451|RAFGL 1816|ROT  2258|SAO  84098|SKY# 28808|TD1 18725|TYC 2037-1826-1|UBV   13552|UBV M  21069|YZ  27  7404|[HFE83] 1154|Gaia DR2 1220404653534258816|2MASS J15573523+2652400|PLX 3612.00|uvby98 100143107|CCDM J15576+2652A|** AGC    7A|ADS  9859 A|IDS 15534+2710 A|WDS J15576+2653A|WEB 13217|GEN# +1.00143107,HIP 78159,HIP 78159,True,PM*
1242084170974175232,218.27662916581795,21.89468654650299,BD+22  2716,LAMOST J143306.68+215340.9|Gaia DR3 1242084170974175232|** WSP   14A|WDS J14331+2154A|** WOL    1A|TIC 347430350|USNO-B1.0 1118-00262485|WASP-14|SPOCS 2885|AG+22 1457|BD+22  2716|GSC 01482-00882|PPM 103396|SAO  83398|TYC 1482-882-1|YZ  22  5097|Gaia DR2 1242084170974175232|2MASS J14330635+2153409|1SWASP J143306.35+215340.9|SDSS J143306.37+215341.1|Gaia DR1 1242084166678789376,LAMOST J143306.68+215340.9,LAMOST J143306.68+215340.9,True,*
1291955578869575552,226.3371383455344,36.78698057800429,NAME TOI-3984B,NAME TOI-3984B|NAME TOI-3984 B|TIC 1101522311|Gaia DR3 1291955574574621056,TOI-3984B,TOI-3984B,True,WD?
1323427759184545536,240.26003097651244,33.30007876899923,,,,,False,
1363205856494897024,266.92309987924295,47.7050576057025,TOI-5688b,TOI-5688b|NAME TOI-5688 A b,TOI-5688 A b,TOI-5688 A b,True,Pl
1411707818360668416,247.54964194708808,49.895793014169804,TYC 3502-393-1,TOI-4056|Gaia DR3 1411707818360668416|TIC 232567319|TYC 3502-393-1|2MASS J16301192+4953446|Gaia DR1 1411707818360668416|Gaia DR2 1411707818360668416,TOI-4056,TOI-4056,True,*
1416050859226670848,261.3495639244737,52.790465183478126,HD 158259f,HD 158259f,HD 158259f,HD 158259f,True,Pl
1418519292895059840,268.4181194068629,56.39248662172002,HD 163607,HIP 87601|Gaia DR3 1418519292895059840|TIC 232620788|SPOCS 2964|AG+56 1134|BD+56  2034|GSC 03910-00257|HD 163607|HIC  87601|PPM  36242|SAO  30632|TYC 3910-257-1|YZ  56  9520|uvby98 100163607|Gaia DR2 1418519292895059840|2MASS J17534049+5623309|UCAC3 293-126767|WISEA J175340.39+562332.2|Gaia DR1 1418519292895059840|GEN# +1.00163607,HIP 87601,HIP 87601,True,PM*
1420011162670761600,257.9549498061164,54.52787766283209,LP  138-33,TOI-1846|Gaia DR3 1420011162670761600|TIC 198385543|NLTT 44368|ASCC  263895|2MASS J17114930+5431369|USNO-B1.0 1445-00259401|LP  138-33|LSPM J1711+5431|Gaia DR2 1420011162670761600,TOI-1846,TOI-1846,True,PM*
1424011082893734272,246.69203834502113,51.04113442310046,TOI-1838b,TOI-1838.01|TOI-1838b|WASP-92b,TOI-1838.01,TOI-1838.01,True,Pl
1428427236986209024,246.35588833281682,54.30333866560462,,,,,False,
1433062331332673792,258.2232523756654,57.19777779104779,TOI-1453,WISE J171253.63+571152.1|UCAC4 736-058679|WDS J17129+5712A|** TOI 1453A|Gaia DR3 1433062331332673792|TOI-1453|TIC 198390247|TYC 3895-954-1|2MASS J17125372+5711520|Gaia DR1 1433062327037225344|Gaia DR2 1433062331332673792,WISE J171253.63+571152.1,WISE J171253.63+571152.1,True,PM*
1446584503287858560,200.16468837335069,24.648465258835454,HD 116029,HIP 65117|Gaia DR3 1446584503287858560|TIC 305837711|AG+24 1374|BD+25  2623|GCRV 64041|GEN# +1.00116029|GSC 01994-02335|HD 116029|HIC  65117|PPM 102544|SAO  82792|SKY# 24639|TYC 1994-2335-1|UBV M  19294|YZ  24  6438|Gaia DR2 1446584503287858560|2MASS J13203954+2438555|Gaia DR1 1446584498991928448,HIP 65117,HIP 65117,True,PM*
1480314599451475712,217.68477209291817,35.45463422490745,,,,,False,
1505890751741673856,211.09393131582615,46.51927876816492,TOI-1798c,TOI-1798c|TOI-1798.02,TOI-1798c,TOI-1798c,True,Pl
1506159170017461888,213.1438544482175,47.0147841152538,HAT-P-44d,HAT-P-44d,HAT-P-44d,HAT-P-44d,True,Pl?
1510191594552968832,206.09401017795037,48.0285617144269,HAT-P-3b,TOI-1419.01|TOI-1419b|HAT-P-3b|NAME Teberda,Teberda,Teberda,True,Pl
1545570133528453888,184.90162876935662,48.683293500666494,TOI-5616b,TOI-5616b,TOI-5616b,TOI-5616b,True,Pl
1556242405699527424,199.196190085243,49.86105975025288,TOI-1272c,TOI-1272.02|TOI-1272c,TOI-1272.02,TOI-1272.02,True,Pl
1560676770454324224,208.45875707252722,52.60276007079844,TOI-5713b,TOI-5713b,TOI-5713b,TOI-5713b,True,Pl
1562935820172427392,201.37482457141923,52.768104839142886,TOI-3894b,TOI-3894b|TOI-3894.01,TOI-3894b,TOI-3894b,True,Pl
1584088431025057792,185.7438361631177,64.03248298122433,,,,,False,
1594127865540229888,224.22760887352854,53.3809225662555,HD 132406b,HD 132406b,HD 132406b,HD 132406b,True,Pl
1603662211901473408,217.15545885405712,49.8446422809974,*  24 Boo b,*  24 Boo b,*  24 Boo b,*  24 Boo b,True,Pl
1629404184289170688,243.48885622224878,63.53350564443888,HD 146757,Gaia DR3 1629404184289170688|TOI-1751|TIC 287080092|LSPM J1613+6332|ASCC  133648|USNO-B1.0 1535-00211491|AG+63  833|BD+63  1259|GSC 04192-02025|HD 146757|LTT 14847|PPM  19782|SAO  17001|TYC 4192-2025-1|2MASS J16135729+6332033|Gaia DR1 1629404179992959104|Gaia DR2 1629404184289170688,TOI-1751,TOI-1751,True,MS*
1631084478574318976,258.09666811563716,63.35280501779812,HD 156279c,HD 156279c,HD 156279c,HD 156279c,True,Pl
1635108588053258752,249.69662693567133,64.55919595967318,TOI-1269.02,TOI-1269.02,TOI-1269.02,TOI-1269.02,True,Pl?
1649087121757063040,256.2795368244606,69.51908374842753,TOI-1244.01,TOI-1244.01,TOI-1244.01,TOI-1244.01,True,Pl
1651911084230149248,259.0172495576666,72.16118122372274,TOI-1670.03,TOI-1670.03,TOI-1670.03,TOI-1670.03,True,Pl?
1652137995942479744,259.2545612659044,72.74702821319059,TOI-2084b,TOI-2084b|TOI-2084.01,TOI-2084b,TOI-2084b,True,Pl
1676282377934772608,195.44379543261408,63.61033145834716,HD 113337c,HD 113337c,HD 113337c,HD 113337c,True,Pl
1678074272650459008,197.99653234194002,65.83369379432382,PM J13119+6550,Karmn J13119+658|Gaia DR3 1678074272650459008|WISE J131159.34+655001.5|2MASS J13115955+6550017|UCAC4 780-025091|PM J13119+6550|Gaia DR2 1678074272650459008|TIC 467179528|TOI-1266,Karmn J13119+658,Karmn J13119+658,True,PM*
1694625251248104832,223.35888818314442,68.85946942506287,TOI-5238b,TOI-5238.01|TOI-5238b,TOI-5238.01,TOI-5238.01,True,Pl
1697129530714536320,227.53215922922072,72.71031170726539,TYC 4417-1588-1,Gaia DR3 1697129530714536320|TOI-4138|TIC 257060897|TYC 4417-1588-1|2MASS J15100767+7242372|Gaia DR1 1697129526418579200|Gaia DR2 1697129530714536320,TOI-4138,TOI-4138,True,*
1715055487257379968,205.66194534176432,78.06464406557446,HD 120084,HIP 66903|Gaia DR3 1715055487257379968|TIC 284181945|2MASS J13423920+7803521|PLX 3142|AG+78  344|BD+78   466|FK5 3090|GC 18583|GCRV  8118|GEN# +1.00120084|GSC 04561-02319|HD 120084|HIC  66903|HR  5184|IRAS 13424+7818|PMC 90-93  1341|PPM   8479|SAO   7876|SKY# 25197|TYC 4561-2319-1|UBV M  19713|Gaia DR2 1715055487257379968|PLX 3142.00|WEB 11795,HIP 66903,HIP 66903,True,PM*
